id,tokens,ner_tags
pos_263,"This was a strong Poirot/Suchet, television mystery selection. The characters were vivid and well-acted. The plot and the main setting--a student hostel-- were excellent. Japp was nothing special but for me did not distract from story. One significant point, many Poirot watchers don't recognize good acting or good characterization. I also think they are rather harsh in their judgments of some of the Poirot mysteries. Finally, I have read few Christie novels--none in recent years-- and find it annoying that so many viewers are upset about changes from the novel. Please, viewers, consider what is presented to you on film, not what you think should be there. That said, the Poirot mysteries vary in quality, but not as much as reviewers and raters would have you believe. With the singular exception of The Five Little Pigs which was fabulous in plot, character and theme, the longer Poirot films are neither that good or that bad. For the record, I have seen all the longer Poirot/Suchet films. Finally, films without Lemon, Hastings, and/or Japp are neither good nor bad because of their absence. There presence, however, is either obtrusive (almost always with Japp) or irrelevant with Hastings. Lemon is in the middle.",O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_264,"Hickory Dickory Dock was a good Poirot mystery. I confess I have not read the book, despite being an avid Agatha Christie fan. The adaptation isn't without its problems, there were times when the humour, and there were valiant attempts to get it right, was a little overdone, and the events leading up to the final solution were rather rushed. I also thought there were some slow moments so some of the mystery felt padded. However, I loved how Hickory Dickory Dock was filmed, it had a very similar visual style to the brilliant ABC Murders, and it really set the atmosphere, what with the dark camera work and dark lighting. The darker moments were somewhat creepy, this was helped by one of the most haunting music scores in a Poirot adaptation, maybe not as disturbing as the one in One Two Buckle My Shoe, which gave me nightmares. The plot is complex, with all the essential ingredients, though not as convoluted as Buckle My Shoe,and in some way that is a good thing. The acting was very good, David Suchet is impeccable(I know I can't use this word forever but I can't think of a better word to describe his performance in the series) as Poirot, and Phillip Jackson and Pauline Moran do justice to their integral characters brilliantly. And the students had great personalities and well developed on the whole, particularly Damian Lewis as Leonard. All in all, solid mystery but doesn't rank along the best. 7.5/10 Bethany Cox",B-MOVIE I-MOVIE I-MOVIE O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-CHARACTER O O O O O O O O O O O O O O
pos_265,"A series of random, seemingly insignificant thefts at her sister's boarding house has Miss Lemon quite agitated. A ring, light bulbs, a rucksack, a lighter, a stethoscope, a shoe  there seems to be no rhyme or reason to any of it. Miss Lemon asks her employer, the great Belgian detective Hercule Poirot, to look into the matter. But what Poirot sees is something far more sinister than Miss Lemon could have imagined. And Poirot's fears are confirmed when one of the students living in the boarding house if found murdered. It's up to Poirot to bring a killer to justice. Hickory Dickory Dock is a solid, but not spectacular, entry in the long running Poirot series. I appreciate how faithful the script is to Agatha Christie's original story. I realize that certain liberties had to be taken, but I appreciate the effort nonetheless. The major points of the mystery are all there  the petty thefts, the boarding house, the students, the ripped rucksack, and, of course, Poirot's ability to see something sinister going on before it actually happens. With a few exceptions, the cast of students is almost as I pictured them. Damian Lewis and Jessica Lloyd standout among the group. As mush as I always enjoy David Suchet's Poirot, I get a real kick out of the episodes with Phillip Jackson's Inspector Japp and Pauline Moran's Miss Lemon. This episode is a real treat as Miss Lemon gets more screen time than usual. Finally, I enjoyed the use of the ever present mouse as an observer of the activities in the hostel. It's a fun little play on the Hickory Dickory Dock title. I realized while re-watching Hickory Dickory Dock just what a tremendous influence Agatha Christie's work was on the highly stylized Italian mystery films, or Gialli, of the 60s and 70s. Take the murder of Mrs. Nicoletis as an example. If you were to bump up the graphic nature of the scene, you would have something straight out of an early 70s Giallo. In fact, the entire plot of Hickory Dickory Dock could have been used in a Giallo. It's just convoluted and interesting enough to have worked.",O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-ACTOR I-ACTOR O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O B-ACTOR I-ACTOR B-CHARACTER I-CHARACTER O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENRE O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O O O
pos_267,"It all begins with a series of thefts of seemingly unrelated objects in a hostel for students on Hickory Road, London. Concerned for her sister, who is the housekeeper there, Miss Lemon asks Hercule Poirot to look into the matter. He agrees, but soon the stakes get higher when a girl, who had admitted that she was responsible for most (not all) of the thefts, is found murdered. ""Hickory Dickory Dock"" is a solid brain exercise, without being as mind-numbingly complicated as ""One, Two, Buckle My Shoe"". Murder, theft and diamond smuggling are the crimes involved, and the final twist that ties everything together is revealed only in the last 2 minutes! The characters are interesting, particularly the psychology student Colin McNabb and the mysterious American girl Sally Finch, Inspector Japp has his funny moments (in perhaps the closest this series has come to ""toilet humor""), and Miss Lemon gets a more integral part to the story than usual. (***)",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O B-CHARACTER I-CHARACTER B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_268,"I loved Dedee Pfeiffer (is that spelled right?) in Cybil. Haven't seen her for awhile and forgot how much I missed her. I thought she did a great job in this. The supporting cast was pretty good too. In some angles, the daughter even looked like a young Nicole Kidman. The abductor was pretty creepy and the story generally had some good twists. The young boyfriend was a hottie. I thought the husband definitely had something to do with it for sure. Just got the Lifetime Movie Network for Christmas and am loving these movies. Kept my interest and I'll watch it again when they rerun it. Can anyone else recommend any similar movies to this? You can post on the board or send me a private email if you want. Thanks in advance. Aboutagirly.",O O B-ACTOR I-ACTOR O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_269,"I'm a fan of TV movies in general and this was one of the good ones. The cast performances throughout were pretty solid and there were twists I didn't see coming before each commercial. To me it was kind of like Medium meets CSI. Did anyone else think that in certain lights, the daughter looked like a young Nicole Kidman? Are they related in any way? I'd definitely watch it agin or rent it if it ever comes to video. Dedee was great. Haven't seen in her in a lot of things and she did her job very convincingly. If you're into to TV mystery movies, check this one out if you have a chance.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O B-MOVIE O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_270,"I have to say, Seventeen & Missing is much better than I expected. The perception I took from the previews was that it would be just humdrum but I was pleasantly surprised with this impressive mystery. Dedee Pfeiffer is Emilie, a mom who insists her daughter, Lori (Tegan Moss), not attend a so-called graduation party one weeknight, but Lori ignores her mother's wishes and takes off for the party anyway. When Lori does not come home, Emilie knows something is wrong and she begins to have visions of her daughter and the events that led to her disappearance. Seventeen & Missing is better than so many other TV movies of this type, as it is not so predictable. Pfeiffer is the reason to see this movie, and most of it comes off as believable. This LMN Original Movie premiered last night. 10/10",O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-CHARACTER O O O O O O B-CHARACTER B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_271,"It's all about Mitzi. I loved her in this. And didn't she look fantastic?! I love these Lifetime Sunday afternoon popcorn movies. This is like one of those nailbiters where they always go to commercial at the most annoying times. The Richard character was completely creepy. I've dated guys like that. Well, not totally like that lol. I wish Zack hadn't have gotten killed. He was a cutie and very easy on the eyes. I LOVE these stalker type stories. It always makes me get up and make sure my doors are locked. My husband doesn't usually like these types of movies but actually sat through the entire thing with me and actually enjoyed it. I can't wait to see what Mitzi does next!",O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_273,"It's hard for me to criticize anything that Mitzi Kapture does. She just radiates beauty and grace on the screen and is a phenomenal actress. That notwithstanding, yes, the plot was predictable. I think perhaps if Jill HAD slept with Richard then it may have made him a little crazier than he already was, which would have added more to the suspense. It would have also been nice to see Jill and her husband find out about Richard's little problem with his ex-wife, maybe a bit more back story. I was a little disappointed with the ending of the movie. I would have liked to have seen more closure with Zack's death and possibly closure with her husband. I do have to say though, I will never be able to look at a flare gun and not picture her standing there. It was a very fitting end for Richard. Of course, Mitzi ROCKED! I am so looking forward to her future projects.",O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_274,"I watch most movies that Nick Mancuso is in because, frankly, I love the guy, even though as he ages he is typically cast as the baddie (long-time fans should note that he is for some reason blond in this flick). It's a fairly familiar movie in terms of plot (but then most movies these days aren't exactly original), but Rick Roberts is appealing as the imperfect husband, Martha MacIsaac is equally appealing as the daughter, and Mitzi Kapture does a good job, if that was her goal, of being angry and sometimes pretty hard to like. Nick has still got it in terms of being able to demonstrate both charm and psychosis. However, too much of the plot takes place off-screen -- like motivation, prior behaviors, good times and bad times -- and things that seem apparent to the characters never quite make it to the audience (i.e., me). The final scene leaves everything to be desired in the ""but what about..."" category, and overall, I can't say that I cared much about any of the characters. That being said, it was what it was -- a reasonably entertaining way to spend the afternoon -- and I still like Nick.",O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O B-ACTOR I-ACTOR O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_275,"This film starts out with a family who were all going in different directions and their teenage daughter Martha MacIssac (Olivia Dunne) was very much in love with Joe MacLeod,(Zack). The mother is played by Mitzi Kapture,(Jill Dunne) who suddenly walks in on her daughter and Zack making out and then all kinds of problems seem to surface. Jill Dunne has a husband who is always traveling or staying away from the home quite often. There are also big problems that occur when the family decides to go on a camping trip which their daughter Olivia dislikes and just cannot adapt to sleeping outdoors and requires a tent to be kept out all the bugs. In many ways, Olivia does an outstanding performance as the teenage and Nick Mancuso,(Richard Grant) gives a great supporting role as a hotel owner. This film will keep you guessing how it will end and you will enjoy a film filled with plenty of horror and terror. Enjoy",O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR B-CHARACTER I-CHARACTER O O O O O O B-ACTOR B-CHARACTER O O O O O B-ACTOR B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_276,"When you actually find a video game to be scary or disturbing, you know that the developers have done some very serious and hard work to make the whole thing work. Undying used the Unreal engine but had very little resemblance to that game when it came to actual gameplay. Speaking of gameplay, the pace is slowed down and the sheer difficulty in progressing through the very hard to kill enemies makes for a very unqiue gameplay experience. The production values are so high that you may even forget that it is a video game. The game itself is also packed with loads of secrets that you have to uncover using special vision. The level design in fantastic and the weapons as well as the enemies will really shock you.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_277,"Not being a fan of first person shooters I was very hesitant to play this game. After having played the demo however I was sold. ""Undying"" really manages to pull you in the game and be part of the universe that your character is in. You have this green amulet,called the ""Gel'ziabar Stone"" that has special powers and warns you of particular events or things to look at. With a special spell ""the scrye"" you can see certain things that otherwise would be invisible to you. Walking in a hallway you suddenly hear the magical stone whisper:"" Look"",with the stone glowing at for example a painting. And then using the scrye spell you can see some weird and creepy stuff on the painting. Let me tell you to witness something like that is scary as hell. People who expect to finish this game in a few hours can forget about that even with the use of cheats. This game relies on the character using wits and walking carefully around. Because like in any horror movie your surroundings are usually pretty dark. And ghosts and monster appear at random when you don't expect them and can kill you very quickly. There is this one scene where you want to enter a room where you are pushed back with such great force that it takes moments for you to realize what happened. This was a scene that could have come straight out of the horror classic ""Evil Dead""! To experience something like this is a real accomplishment. There are a lot of elements that take ""Undying"" to the level of the best classic horror movies ever produced. But sadly I have to report that there are some flaws. For one thing the universe you are playing in is huge. You start out in a big mansion with all sorts of hidden,secret rooms and even a hidden hell dimension called ""Oneiros"". That is all fine in the beginning. But with all the loading times and some difficult enemies in between that can become frustrating. And there is no map. The game demands you memorize your surroundings. So patience is required. Also there are some jumping puzzles that you have to do otherwise you can't progress. I don't mind jumping on platforms in third person adventures. But in first person mode that can be an annoying task. Luckily you can save at anytime and anyplace. And trust me you will need it. Overall ""Undying"" is an extraordinary first person shooter that deserves to be played by any horror or game fan.",O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_278,"I gotta say, Clive Barker's Undying is by far the best horror game to have ever been made. I've played Resident Evil, Silent Hill and the Evil Dead and Castlevania games but none of them have captured the pure glee with which this game tackles its horrific elements. Barker is good at what he does, which is attach the horror to our world, and it shows as his hand is clearly everywhere in this game. Heck, even his voice is in the game as one of the main characters. Full of lush visuals and enough atmosphere to shake a stick at, Undying is the game to beat in my books as the best horror title. I just wish that this had made it to a console system but alas poor PC sales nipped that one in the bud.",O O O B-DIRECTOR I-DIRECTOR I-MOVIE O O O O O O O O O O O O O O B-MOVIE I-MOVIE B-MOVIE I-MOVIE O O B-MOVIE I-MOVIE O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_280,Undying is a very good game which brings some new elements on the tired genre of first person shoot em ups. It tells the story of Patrick Galloway an expert of the occult and a formidable fighter who is summoned by a friend to his estate in Ireland to investigate some weird phainomena. The game is set in Ireland after World War one so don't expect to find weapons like chainguns or rocket launchers.All the weapons in the game can be considered antiques but the real fun in the game are its spells and the system they operate on.Our hero is ambidexterous so he can use both his hands at the same time: he casts spells with his right arm and uses his guns with the left.So you can shoot and cast spells at the same time which as you understand very fun and also unique to this game! The graphics are great and they can run very well on a medium power P.C..Level design is also cool and atmospheric. Mostly the game revolves around the Covenant estate and the mansion but there are many other locations waiting to be discovered as you progress. Thanks to the talent of Clyve Barker the game has an excelent storyline and plot (something very rare for a First person shooter) and i said before a great and very spooky atmosphere the voice acting is also good but not excellent. But the game has two main flaws. First of all it is quite linear so when your mission says for example go to that room all the doors in the house will be locked apart from those that lead to the room of your mission this may save time but it restricts your liberty of exploration.Secondly the fact all the weapons are antiques may not appeal to most fps players who are used to high tech weaponry. As far as difficulty is concerned the game is very well balanced. Most of it is of medium difficulty but sometimes it gets more difficult but not frustratingly difficult. Overall undying is a great game. Definitely one of the best fps out there.,B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_281,"This game was really great and quite a challenge. It has a great, spooky story line and the graphics are also very good. I would recommend this game to all Horror fans and is very gripping from start to finish. The only problem with this game is that i would have liked more weapons but thats just me. A truly great game for RPG and Shoot'em'up fans. >",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_282,"This is undeniably the scariest game I've ever played. It's not the average shoot-everything-that-moves kind of fps (which I usually don't care much for), but the acceptable gfx, interesting weapons and magic, great surround soundeffects (""Scryeeee, scryeeee.."") and above all incredible atmosphere. I love the Scrye, which enables you, at certain places in the games, to see or hear events that happened there in the past. The only game I've had to take regular breaks after a few minutes of playing just because of the intensity of the atmosphere. I'm a great horror fan, escpecially of Clive Barker's stories and movies, and participating in a horror story like this makes me yearn for more games that emphasizes atmosphere and a more involving story. 9/10 (-1 because I'm no fps fan, and perhaps the game was a bit short?)",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_283,"""The Days"" is a typical family drama with a little catch - you must relate to the character's emotions in every way possible in order for you to truly appreciate the show. [Possible Spoilers For Those Who Are Unfamiliar With the Show] The story, obviously, for all the people who has watched the show, is the world of Cooper Day, the middle child of the family. He records his days with his family and hopes to become a rich and famous writer one day because of his observations. His family includes a mother, a father, a perfect sister, and a genius-little-brother. The first episode, which is going to sound a bit stupid since John Scott Shepard has created this situation - both the sister and mother gets pregnant. That's the first situation the writer hits. Then the father quits his job at the law firm. The youngest son gets a panic attack. The middle child gets in a fight with the sister's boyfriend. This is all in a day's work. [/Spoilers] I admire this show. I don't know. It's a bit crappy but I like it. First I thought the camera-work was a ripoff but then I got used it and started to like it. I liked the quiet conversations under a dark light. I liked the intimate feeling of the show. I liked the low-budget style. I liked the acting. I admire the story. Then I find myself wanting a second season of The Days. I slowly became a fan of it as the 6-episode airing on ABC came to an end. It's a really good show and it's nothing like The OC. The two have nothing in common. So I hope fans will stop comparing them. And if you can relate to either Abby, Jack, Natalie, Cooper or even Nate, you'll like this show. A lot.",B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O B-CHARACTER B-CHARACTER B-CHARACTER O O O B-CHARACTER O O O O O O
pos_284,"the one and only season has just aired here in Australia and i thought it was absolutely brilliant! i love it! all the story lines are so good! and its a much more realistic view on teen and family life today. yet it still kept strong family values of sticking together and being there for each other. their problems were real, and it really drew you into the show. the show is basically about this family called 'the Days' and their lives. the family consisted of Abby Day (mum), Jack Day (dad), Natalie Day (sporty daughter), Cooper Day (outsider son), and Nathan Day (boy genius son). each episodes a day of their life, with coopers perspective on things throughout it. i loved cooper his insight through out the show was just great. he was by far my favorite character. it ended with so many things it could've continued with, I'm really sad another season wasn't made. it was a great show I'm gonna miss it.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O B-CHARACTER I-CHARACTER O B-CHARACTER I-CHARACTER O B-CHARACTER I-CHARACTER O O B-CHARACTER I-CHARACTER O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_286,I read many commits when it was in the theaters and they were all bad....I think you have to be a certain type of person to enjoy these movies. If you are not a person that enjoyed the Waltons or Little House...U will not understand nor enjoy these movies... Now about Loves Abiding Joy...I knew HE was bad news from the start of the movie....I wish it would have shown more of the end instead of letting you just think it. This movie has a lot to do with Jeff....it is 6 years later so you know he will be interested in Girls. I want to say that I have enjoyed all 4 movies so far....Was not crazy about the books...Cant wait until the next movie. The way Clark talks will get you every time. I would love to see January Jones do an appearance...Maybe a family reunion or something.,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O B-MOVIE I-MOVIE O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O
pos_288,"This movie was so great! I am a teenager, and I and my friends all love the series, so it just goes to show that these movies draw attention to all age crowds. I recommend it to everyone. My favorite line in this movie is when Logan Bartholomew says: ""rosy cheeks"", when he is talking about his baby daughter. He is such a great actor, as well as Erin Cottrell. They pair up so well, and have such a great chemistry! I really hope that they can work again together. They are such attractive people, and are very good actors. I have finally found movies that are good to watch. Lately it has been hard for me to find movies that are good, and show good morals, and Christian values. But at the same time, these movies aren't cheesy.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_289,"I love all of the movies by Michael Landon Jr. And Michael Landon Jr's casting of Dale Midkiff as ""Clark Davis""could not of been any better. Dale Midkiff has the ways to pull off this character. This movie kept me spellbound from start to finish. The death of Missie & Willies baby girl with the timing of Clarks visit was only Gods timing. How they dealt with the death and how Clark helped them do so was that of a fathers love. Although there are 3 movies before this one [ Love Comes Softly , Loves Enduring Promise & Loves Long Journey], I feel you can see this movie and understand it easily. Yet leave and want to see the previous 3 movies due to the history all the characters have behind them. Michael Landon Jr. is an excellent director I look forward to many more movies from him in the future.",O O O O O O O B-DIRECTOR I-DIRECTOR I-DIRECTOR O O O O O O B-ACTOR I-ACTOR O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O B-MOVIE I-MOVIE I-MOVIE O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_290,"Edmund Burke said that ""all evil needs is for good me to do nothing."" Hollywood often gives us trash because not enough families go to see quality films. This movie was uplifting story of the loss and restoration of faith. It had no violence, no lewdness, and did not deserve a PG rating. The western scenery was filmed well, and some of the vistas were simply breathtaking. Actors were a bit young for their parts, but otherwise believable and talented. Music score was too loud, and in some places drowned out the dialog completely. I'm seldom surprised by movie endings any more, but I was pleasantly surprised by this one. Sometimes the good guys do win, and they win by honest efforts. We liked the movie and the message, and would recommend it for the entire family.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pos_291,"Zombie Chronicles isn't something to shout about, it's obvious not a award winning movie but it is a entertaining B-movie directed by Brad Sykes who directed Camp Blood which was another entertaining low budget flick. The acting is bad like most cheaply made movies but that's what makes it more entertaining, the zombie make-up is cool and effective especially with the budget, the gore is also great and gross, the film is sort of like a zombie version of Tales from the Crypt since we get two tales about zombie encounters in the woods, the stories are fun and do leave you guessing especially the first tale. Zombie Chronicles is a lot better than some low budget zombie movies out there, if you love low budget B-movies or cheaply made zombie flicks then check out Zombie Chronicles.",B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
